t,Vin,Vout_4,Vout_1,Vout_0.25
8.8,1.0,0.09408494859273271,0.36169131192017195,0.9666095791066451
8.9,1.0,0.11673282487791439,0.4255221807281548,0.9799657474639871
9.0,-1.0,0.13881450425596653,0.4829699626553393,0.9879794484783923
9.1,-1.0,0.11034414164956736,0.33467296638980537,0.19278766908703526
9.200000000000001,-1.0,0.08258553810832818,0.20120566975082482,-0.28432739854777883
9.3,-1.0,0.055520899655619974,0.08108510277574232,-0.5705964391286673
9.4,-1.0,0.029132877164229472,-0.027023407501831923,-0.7423578634772003
9.5,-1.0,0.0034045552351237365,-0.12432106675164874,-0.8454147180863202
9.600000000000001,-1.0,-0.021680558645754362,-0.21188896007648386,-0.9072488308517921
9.700000000000001,-1.0,-0.0461385446796105,-0.2907000640688355,-0.9443492985110753
9.8,-1.0,-0.06998508106262025,-0.36163005766195194,-0.9666095791066451
9.9,-1.0,-0.09323545403605474,-0.42546705189575673,-0.9799657474639871
