t,Vin,Vout_4,Vout_1,Vout_0.25
0.0,1.0,0.0,0.0,0.0
0.1,1.0,0.025,0.1,0.4
0.2,1.0,0.049375,0.19,0.64
0.30000000000000004,1.0,0.073140625,0.271,0.784
0.4,1.0,0.09631210937500001,0.34390000000000004,0.8704000000000001
0.5,1.0,0.11890430664062501,0.40951000000000004,0.9222400000000001
0.6000000000000001,1.0,0.1409316989746094,0.46855900000000006,0.9533440000000001
0.7000000000000001,1.0,0.16240840650024416,0.5217031000000001,0.9720064
0.8,1.0,0.18334819633773805,0.5695327900000001,0.98320384
0.9,1.0,0.2037644914292946,0.6125795110000001,0.989922304
1.0,-1.0,0.22367037914356222,0.6513215599000001,0.9939533824
1.1,-1.0,0.19307861966497317,0.4861894039100001,0.19637202943999998
1.2000000000000002,-1.0,0.16325165417334883,0.3375704635190001,-0.282176782336
1.3,-1.0,0.13417036281901512,0.2038134171671001,-0.5693060694016001
1.4000000000000001,-1.0,0.10581610374853974,0.08343207545039008,-0.74158364164096
1.5,-1.0,0.07817070115482624,-0.02491113209464893,-0.844950184984576
1.6,-1.0,0.051216433625955585,-0.12242001888518404,-0.9069701109907455
1.7000000000000002,-1.0,0.024936022785306697,-0.21017801699666566,-0.9441820665944474
1.8,-1.0,-0.0006873777843259682,-0.2891602152969991,-0.9665092399566684
1.9000000000000001,-1.0,-0.02567019333971782,-0.3602441937672992,-0.979905543974001
2.0,1.0,-0.050028438506224876,-0.4242197743905693,-0.9879433263844006
2.1,1.0,-0.023777727543569254,-0.28179779695151236,-0.19276599583064036
2.2,1.0,0.0018167156450199819,-0.15361801725636112,0.28434040250161574
2.3000000000000003,1.0,0.026771297753894484,-0.038256215530725016,0.5706042415009694
2.4000000000000004,1.0,0.05110201531004713,0.0655694060223475,0.7423625449005817
2.5,1.0,0.07482446492729596,0.15901246542011277,0.845417526940349
2.6,1.0,0.09795385330411356,0.2431112188781015,0.9072505161642094
2.7,1.0,0.12050500697151073,0.3188000969902913,0.9443503096985256
2.8000000000000003,1.0,0.14249238179722296,0.3869200872912622,0.9666101858191154
2.9000000000000004,1.0,0.1639300722522924,0.448228078562136,0.9799661114914693
3.0,-1.0,0.1848318204459851,0.5034052707059223,0.9879796668948816
3.1,-1.0,0.15521102493483546,0.3530647436353301,0.19278780013692887
3.2,-1.0,0.12633074931146457,0.21775826927179706,-0.28432731991784266
3.3000000000000003,-1.0,0.09817248057867796,0.09598244234461736,-0.5705963919507056
3.4000000000000004,-1.0,0.07071816856421101,-0.013615801889844376,-0.7423578351704233
3.5,-1.0,0.04395021435010573,-0.11225422170085994,-0.845414701102254
3.6,-1.0,0.017851458991353084,-0.20102879953077396,-0.9072488206613524
3.7,-1.0,-0.007594827483430742,-0.2809259195776966,-0.9443492923968114
3.8000000000000003,-1.0,-0.032404956796344975,-0.3528333276199269,-0.9666095754380869
3.9000000000000004,-1.0,-0.05659483287643635,-0.4175499948579342,-0.9799657452628522
4.0,1.0,-0.08017996205452545,-0.47579499537214076,-0.9879794471577114
4.1000000000000005,1.0,-0.05317546300316231,-0.3282154958349267,-0.19278766829462668
4.2,1.0,-0.026846076428083253,-0.19539394625143405,0.28432739902322407
4.3,1.0,-0.0011749245173811665,-0.07585455162629065,0.5705964394139345
4.4,1.0,0.023854448595553364,0.03173090353633842,0.7423578636483606
4.5,1.0,0.04825808738066453,0.1285578131827046,0.8454147181890164
4.6000000000000005,1.0,0.07205163519614792,0.21570203186443415,0.9072488309134098
4.7,1.0,0.09525034431624423,0.29413182867799076,0.9443492985480458
4.800000000000001,1.0,0.11786908570833812,0.3647186458101917,0.9666095791288275
4.9,1.0,0.13992235856562968,0.42824678122917254,0.9799657474772965
5.0,-1.0,0.16142429960148894,0.4854221031062553,0.9879794484863779
5.1000000000000005,-1.0,0.1323886921114517,0.33687989279562974,0.19278766909182665
5.2,-1.0,0.10407897480866542,0.20319190351606675,-0.284327398544904
5.300000000000001,-1.0,0.07647700043844878,0.08287271316446007,-0.5705964391269425
5.4,-1.0,0.04956507542748756,-0.025414558151985928,-0.7423578634761655
5.5,-1.0,0.023325948541800368,-0.12287310233678735,-0.8454147180856993
5.6000000000000005,-1.0,-0.002257200171744647,-0.21058579210310863,-0.9072488308514196
5.7,-1.0,-0.02720077016745103,-0.28952721289279776,-0.9443492985108518
5.800000000000001,-1.0,-0.05152075091326476,-0.360574491603518,-0.9666095791065111
5.9,-1.0,-0.07523273214043313,-0.42451704244316624,-0.9799657474639066
6.0,1.0,-0.09835191383692231,-0.4820653381988496,-0.987979448478344
6.1000000000000005,1.0,-0.07089311599099925,-0.33385880437896465,-0.19278766908700629
6.2,1.0,-0.04412078809122426,-0.2004729239410682,0.28432739854779626
6.300000000000001,1.0,-0.01801776838894365,-0.08042563154696138,0.5705964391286777
6.4,1.0,0.007432675820779944,0.027616931607734763,0.7423578634772067
6.5,1.0,0.03224685892526045,0.12485523844696128,0.8454147180863241
6.6000000000000005,1.0,0.056440687452128935,0.21236971460226517,0.9072488308517944
6.7,1.0,0.08002967026582572,0.29113274314203863,0.9443492985110766
6.800000000000001,1.0,0.10302892850918008,0.36201946882783476,0.966609579106646
6.9,1.0,0.12545320529645057,0.4258175219450513,0.9799657474639876
7.0,-1.0,0.1473168751640393,0.48323576975054616,0.9879794484783926
7.1000000000000005,-1.0,0.11863395328493831,0.33491219277549156,0.19278766908703548
7.2,-1.0,0.09066810445281485,0.20142097349794238,-0.2843273985477788
7.300000000000001,-1.0,0.06340140184149448,0.08127887614814813,-0.5705964391286673
7.4,-1.0,0.03681636679545712,-0.026849011466666697,-0.7423578634772003
7.5,-1.0,0.01089595762557069,-0.12416411032000003,-0.8454147180863202
7.6000000000000005,-1.0,-0.014376441315068579,-0.21174769928800002,-0.9072488308517921
7.7,-1.0,-0.03901703028219187,-0.29057292935920004,-0.9443492985110753
7.800000000000001,-1.0,-0.06304160452513707,-0.36151563642328005,-0.9666095791066451
7.9,-1.0,-0.08646556441200864,-0.42536407278095206,-0.9799657474639871
8.0,1.0,-0.10930392530170843,-0.4828276655028569,-0.9879794484783923
8.1,1.0,-0.08157132716916572,-0.3345448989525712,-0.19278766908703526
8.200000000000001,1.0,-0.05453204398993658,-0.2010904090573141,0.28432739854777883
8.3,1.0,-0.028168742890188163,-0.08098136815158269,0.5705964391286673
8.4,1.0,-0.0024645243179334565,0.027116768663575597,0.7423578634772003
8.5,1.0,0.022597088790014885,0.12440509179721804,0.8454147180863202
8.6,1.0,0.04703216157026452,0.21196458261749623,0.9072488308517921
8.700000000000001,1.0,0.07085635753100791,0.2907681243557466,0.9443492985110753
