"Date(UTC)","Julian Date","MET","TS","Energy Flux [0.1-100 GeV](MeV cm-2 s-1)","Energy Flux Error","Photon Index","Photon Index Error","Sun Distance","Fit Tolerance","MINUIT Return Code","Analysis Log"
"Jul 30 2012","2456138.499976852","365299201","37.2","1.66e-5","3.90e-6","-2.36","-","58.23","1e-8","0","bin49.log"
"Aug 29 2012","2456168.499976852","367891201","29.39","1.58e-5","3.80e-6","-2.36","-","86.94","1e-8","0","bin50.log"
"Sep 28 2012","2456198.499976852","370483201","8.62","7.44e-6","3.44e-6","-2.36","-","114.17","1e-8","0","bin51.log"
"Oct 28 2012","2456228.499976852","373075201","27.02","1.34e-5","3.69e-6","-2.36","-","141.39","1e-8","0","bin52.log"
"Nov 27 2012","2456258.499976852","375667201","18.33","1.46e-5","4.50e-6","-2.36","-","169.05","1e-8","0","bin53.log"
"Dec 27 2012","2456288.499976852","378259201","19.85","1.29e-5","4.04e-6","-2.36","-","154.90","1e-8","0","bin54.log"
"Jan 26 2013","2456318.499976852","380851201","11.13","8.42e-6","3.53e-6","-2.36","-","122.81","1e-8","0","bin55.log"
"Feb 25 2013","2456348.499976852","383443201","10.6","7.49e-6","2.94e-6","-2.36","-","92.57","1e-8","0","bin56.log"
"Mar 27 2013","2456378.499976852","386035201","21.09","1.20e-5","3.74e-6","-2.36","-","64.73","1e-8","0","bin57.log"
"Apr 26 2013","2456408.499976852","388627201","10.33","1.07e-5","4.28e-6","-2.36","-","37.79","1e-8","0","bin58.log"
"May 26 2013","2456438.499976852","391219201","203.75","5.51e-5","6.00e-6","-2.36","-","11.29","1e-8","0","bin59.log"
"Jun 25 2013","2456468.499976852","393811201","945.62","1.52e-4","9.00e-6","-2.36","-","23.00","1e-8","0","bin60.log"
"Jul 25 2013","2456498.499976852","396403201","2664.07","2.41e-4","9.00e-6","-2.36","-","53.04","1e-8","0","bin61.log"
"Aug 24 2013","2456528.499976852","398995201","565.06","1.14e-4","8.00e-6","-2.36","-","82.05","1e-8","0","bin62.log"
"Sep 23 2013","2456558.499976852","401587201","127.06","3.84e-5","5.00e-6","-2.36","-","109.46","1e-8","0","bin63.log"
"Oct 23 2013","2456588.499976852","404179201","54.3","2.14e-5","4.10e-6","-2.36","-","136.55","1e-8","0","bin64.log"
"Nov 22 2013","2456618.499976852","406771201","46.42","2.28e-5","5.00e-6","-2.36","-","164.55","1e-8","0","bin65.log"
"Dec 22 2013","2456648.499976852","409363201","92.02","3.14e-5","5.00e-6","-2.36","-","160.37","1e-8","0","bin66.log"
"Jan 21 2014","2456678.499976852","411955201","62.28","2.64e-5","4.80e-6","-2.36","-","128.35","1e-8","0","bin67.log"
"Feb 20 2014","2456708.499976852","414547201","49.06","2.02e-5","4.10e-6","-2.36","-","97.66","1e-8","0","bin68.log"
"Mar 22 2014","2456738.499976852","417139201","55.04","2.30e-5","4.70e-6","-2.36","-","69.48","1e-8","0","bin69.log"
"Apr 21 2014","2456768.499976852","419731201","129.99","3.98e-5","5.30e-6","-2.36","-","42.51","1e-8","0","bin70.log"
"May 21 2014","2456798.499976852","422323201","54.14","2.48e-5","4.70e-6","-2.36","-","15.55","1e-8","0","bin71.log"
"Jun 20 2014","2456828.499976852","424915201","5.75","5.28e-6","3.10e-6","-2.36","-","17.97","1e-8","0","bin72.log"
"Jul 20 2014","2456858.499976852","427507201","23.93","1.49e-5","4.00e-6","-2.36","-","47.80","1e-8","0","bin73.log"
"Aug 19 2014","2456888.499976852","430099201","5.83","7.09e-6","3.61e-6","-2.36","-","77.11","1e-8","0","bin74.log"
"Sep 18 2014","2456918.499976852","432691201","43.31","1.83e-5","4.00e-6","-2.36","-","104.75","1e-8","0","bin75.log"
