"Date(UTC)","Julian Date","MET","TS","Energy Flux [0.1-100 GeV](MeV cm-2 s-1)","Energy Flux Error","Photon Index","Photon Index Error","Sun Distance","Fit Tolerance","MINUIT Return Code","Analysis Log"
"Aug 08 2008","2454687","239889601","83.36","8.60e-5","2.01e-5","-1.75","-","59.11","1e-8","0","bin1.log"
"Aug 15 2008","2454694","240494401","37.26","5.20e-5","1.82e-5","-1.75","-","65.90","1e-8","0","bin2.log"
"Aug 22 2008","2454701","241099201","28.03","4.95e-5","1.78e-5","-1.75","-","72.69","1e-8","0","bin3.log"
"Aug 29 2008","2454708","241704001","74.34","8.68e-5","3.03e-5","-1.75","-","79.44","1e-8","0","bin4.log"
"Sep 05 2008","2454715","242308801","26.48","4.74e-5","2.12e-5","-1.75","-","86.17","1e-8","0","bin5.log"
"Sep 12 2008","2454722","242913601","44.56","6.63e-5","2.27e-5","-1.75","-","92.89","1e-8","0","bin6.log"
"Sep 19 2008","2454729","243518401","51.24","7.49e-5","2.36e-5","-1.75","-","99.60","1e-8","0","bin7.log"
"Sep 26 2008","2454736","244123201","95.1","8.60e-5","2.16e-5","-1.75","-","106.33","1e-8","0","bin8.log"
"Oct 03 2008","2454743","244728001","213.98","1.85e-4","2.90e-5","-1.75","-","113.08","1e-8","0","bin9.log"
"Oct 10 2008","2454750","245332801","136.48","1.48e-4","3.20e-5","-1.75","-","119.89","1e-8","0","bin10.log"
"Oct 17 2008","2454757","245937601","162.93","1.56e-4","3.60e-5","-1.75","-","126.75","1e-8","0","bin11.log"
"Oct 24 2008","2454764","246542401","78.98","9.72e-5","2.75e-5","-1.75","-","133.70","1e-8","0","bin12.log"
"Oct 31 2008","2454771","247147201","66.85","8.88e-5","2.66e-5","-1.75","-","140.73","1e-8","0","bin13.log"
"Nov 07 2008","2454778","247752001","76.39","9.62e-5","2.53e-5","-1.75","-","147.85","1e-8","0","bin14.log"
"Nov 14 2008","2454785","248356801","71.09","5.84e-5","1.85e-5","-1.75","-","155.03","1e-8","0","bin15.log"
"Nov 21 2008","2454792","248961601","36.26","3.54e-5","1.62e-5","-1.75","-","162.18","1e-8","0","bin16.log"
"Nov 28 2008","2454799","249566401","49.38","6.27e-5","1.79e-5","-1.75","-","168.97","1e-8","0","bin17.log"
"Dec 05 2008","2454806","250171201","22.21","3.78e-5","1.72e-5","-1.75","-","173.55","1e-8","0","bin18.log"
"Dec 12 2008","2454813","250776001","65.98","7.70e-5","2.09e-5","-1.75","-","170.98","1e-8","0","bin19.log"
"Dec 19 2008","2454820","251380801","66.35","6.95e-5","2.24e-5","-1.75","-","164.42","1e-8","0","bin20.log"
"Dec 26 2008","2454827","251985601","16.83","3.38e-5","1.70e-5","-1.75","-","157.08","1e-8","0","bin21.log"
"Jan 02 2009","2454833.999988426","252590401","75.41","6.63e-5","1.99e-5","-1.75","-","149.58","1e-8","0","bin22.log"
"Jan 09 2009","2454840.999988426","253195201","61.52","7.33e-5","2.10e-5","-1.75","-","142.11","1e-8","0","bin23.log"
"Jan 16 2009","2454847.999988426","253800001","36.61","5.30e-5","1.77e-5","-1.75","-","134.76","1e-8","0","bin24.log"
"Jan 23 2009","2454854.999988426","254404801","98.12","1.07e-4","2.72e-5","-1.75","-","127.57","1e-8","0","bin25.log"
"Jan 30 2009","2454861.999988426","255009601","90.55","9.59e-5","2.30e-5","-1.75","-","120.59","1e-8","0","bin26.log"
"Feb 06 2009","2454868.999988426","255614401","46.78","3.92e-5","1.47e-5","-1.75","-","113.82","1e-8","0","bin27.log"
"Feb 13 2009","2454875.999988426","256219201","47.5","4.53e-5","1.52e-5","-1.75","-","107.27","1e-8","0","bin28.log"
"Feb 20 2009","2454882.999988426","256824001","57.49","5.32e-5","1.83e-5","-1.75","-","100.94","1e-8","0","bin29.log"
"Feb 27 2009","2454889.999988426","257428801","37.01","3.33e-5","1.33e-5","-1.75","-","94.81","1e-8","0","bin30.log"
"Mar 06 2009","2454896.999988426","258033601","64.61","5.82e-5","1.68e-5","-1.75","-","88.85","1e-8","0","bin31.log"
"Mar 13 2009","2454903.999988426","258638401","6.17","2.16e-5","1.56e-5","-1.75","-","83.05","1e-8","0","bin32.log"
"Mar 20 2009","2454910.999988426","259243201","95.71","8.94e-5","2.59e-5","-1.75","-","77.36","1e-8","0","bin33.log"
"Mar 27 2009","2454917.999988426","259848001","52.12","5.63e-5","2.04e-5","-1.75","-","71.76","1e-8","0","bin34.log"
"Apr 03 2009","2454924.999988426","260452801","27.98","4.36e-5","1.98e-5","-1.75","-","66.22","1e-8","0","bin35.log"
"Apr 10 2009","2454931.999988426","261057601","78.77","7.23e-5","1.97e-5","-1.75","-","60.70","1e-8","0","bin36.log"
"Apr 17 2009","2454938.999988426","261662401","73.48","6.40e-5","1.93e-5","-1.75","-","55.17","1e-8","0","bin37.log"
"Apr 24 2009","2454945.999988426","262267201","40.46","6.78e-5","2.09e-5","-1.75","-","49.62","1e-8","0","bin38.log"
"May 01 2009","2454952.999988426","262872001","34.31","5.79e-5","2.00e-5","-1.75","-","44.04","1e-8","0","bin39.log"
"May 08 2009","2454959.999988426","263476801","56.29","6.71e-5","2.27e-5","-1.75","-","38.44","1e-8","0","bin40.log"
"May 15 2009","2454966.999988426","264081601","14.83","3.72e-5","1.93e-5","-1.75","-","32.88","1e-8","0","bin41.log"
"May 22 2009","2454973.999988426","264686401","106.89","1.19e-4","3.18e-5","-1.75","-","27.47","1e-8","0","bin42.log"
"May 29 2009","2454980.999988426","265291201","46.37","7.01e-5","2.31e-5","-1.75","-","22.48","1e-8","0","bin43.log"
"Jun 05 2009","2454987.999988426","265896001","94.25","9.39e-5","2.14e-5","-1.75","-","18.45","1e-8","0","bin44.log"
"Jun 12 2009","2454994.999988426","266500801","11.26","2.48e-5","1.41e-5","-1.75","-","16.32","1e-8","0","bin45.log"
"Jun 19 2009","2455001.999988426","267105601","64","7.37e-5","1.97e-5","-1.75","-","17.02","1e-8","0","bin46.log"
"Jun 26 2009","2455008.999988426","267710401","68.15","7.98e-5","2.36e-5","-1.75","-","20.38","1e-8","0","bin47.log"
"Jul 03 2009","2455015.999988426","268315201","56.27","5.66e-5","2.00e-5","-1.75","-","25.41","1e-8","0","bin48.log"
"Jul 10 2009","2455022.999988426","268920001","31.62","6.03e-5","2.30e-5","-1.75","-","31.33","1e-8","0","bin49.log"
"Jul 17 2009","2455029.999988426","269524801","28.6","6.11e-5","2.57e-5","-1.75","-","37.72","1e-8","0","bin50.log"
"Jul 24 2009","2455036.999988426","270129601","80.86","8.12e-5","2.16e-5","-1.75","-","44.36","1e-8","0","bin51.log"
"Jul 31 2009","2455043.999988426","270734401","50.43","6.88e-5","2.14e-5","-1.75","-","51.11","1e-8","0","bin52.log"
"Aug 07 2009","2455050.999988426","271339201","141.25","9.01e-5","2.07e-5","-1.75","-","57.90","1e-8","0","bin53.log"
"Aug 14 2009","2455057.999988426","271944001","96.35","9.73e-5","2.52e-5","-1.75","-","64.70","1e-8","0","bin54.log"
"Aug 21 2009","2455064.999988426","272548801","99.57","9.46e-5","2.49e-5","-1.75","-","71.49","1e-8","0","bin55.log"
"Aug 28 2009","2455071.999988426","273153601","71.2","8.60e-5","2.62e-5","-1.75","-","78.25","1e-8","0","bin56.log"
"Sep 04 2009","2455078.999988426","273758401","28.6","3.91e-5","1.68e-5","-1.75","-","84.98","1e-8","0","bin57.log"
"Sep 11 2009","2455085.999988426","274363201","21.72","5.76e-5","2.41e-5","-1.75","-","91.70","1e-8","0","bin58.log"
"Sep 18 2009","2455092.999988426","274968001","96.51","1.17e-4","2.85e-5","-1.75","-","98.41","1e-8","0","bin59.log"
"Sep 25 2009","2455099.999988426","275572801","103.32","7.79e-5","2.04e-5","-1.75","-","105.14","1e-8","0","bin60.log"
"Oct 02 2009","2455106.999988426","276177601","121.17","9.72e-5","2.23e-5","-1.75","-","111.88","1e-8","0","bin61.log"
"Oct 09 2009","2455113.999988426","276782401","141.69","8.57e-5","1.90e-5","-1.75","-","118.68","1e-8","0","bin62.log"
"Oct 16 2009","2455120.999988426","277387201","78.83","8.45e-5","2.34e-5","-1.75","-","125.53","1e-8","0","bin63.log"
"Oct 23 2009","2455127.999988426","277992001","100.52","1.60e-4","3.70e-5","-1.75","-","132.46","1e-8","0","bin64.log"
"Oct 30 2009","2455134.999988426","278596801","56.36","9.43e-5","3.14e-5","-1.75","-","139.48","1e-8","0","bin65.log"
"Nov 06 2009","2455141.999988426","279201601","21.1","3.47e-5","1.85e-5","-1.75","-","146.58","1e-8","0","bin66.log"
"Nov 13 2009","2455148.999988426","279806401","54.24","6.81e-5","1.93e-5","-1.75","-","153.76","1e-8","0","bin67.log"
"Nov 20 2009","2455155.999988426","280411201","123.19","7.58e-5","1.71e-5","-1.75","-","160.92","1e-8","0","bin68.log"
"Nov 27 2009","2455162.999988426","281016001","142.16","1.09e-4","2.33e-5","-1.75","-","167.83","1e-8","0","bin69.log"
"Dec 04 2009","2455169.999988426","281620801","82.07","8.40e-5","2.34e-5","-1.75","-","173.13","1e-8","0","bin70.log"
"Dec 11 2009","2455176.999988426","282225601","120.8","1.23e-4","2.57e-5","-1.75","-","171.91","1e-8","0","bin71.log"
"Dec 18 2009","2455183.999988426","282830401","79.23","1.03e-4","3.00e-5","-1.75","-","165.67","1e-8","0","bin72.log"
"Dec 25 2009","2455190.999988426","283435201","9.3","3.23e-5","1.81e-5","-1.75","-","158.40","1e-8","0","bin73.log"
"Jan 01 2010","2455197.999988426","284040001","4.74","2.46e-5","1.50e-5","-1.75","-","150.91","1e-8","0","bin74.log"
"Jan 08 2010","2455204.999988426","284644801","68.78","6.42e-5","2.01e-5","-1.75","-","143.43","1e-8","0","bin75.log"
"Jan 15 2010","2455211.999988426","285249601","74.42","7.36e-5","2.08e-5","-1.75","-","136.05","1e-8","0","bin76.log"
"Jan 22 2010","2455218.999988426","285854401","60.43","5.17e-5","1.71e-5","-1.75","-","128.84","1e-8","0","bin77.log"
"Jan 29 2010","2455225.999988426","286459201","46.65","7.15e-5","2.40e-5","-1.75","-","121.81","1e-8","0","bin78.log"
"Feb 05 2010","2455232.999988426","287064001","32.69","4.58e-5","2.09e-5","-1.75","-","115.00","1e-8","0","bin79.log"
"Feb 12 2010","2455239.999988426","287668801","9.98","2.03e-5","1.66e-5","-1.75","-","108.42","1e-8","0","bin80.log"
"Feb 19 2010","2455246.999988426","288273601","35.82","4.37e-5","1.67e-5","-1.75","-","102.05","1e-8","0","bin81.log"
"Feb 26 2010","2455253.999988426","288878401","88.63","7.73e-5","1.95e-5","-1.75","-","95.88","1e-8","0","bin82.log"
"Mar 05 2010","2455260.999988426","289483201","45.99","4.26e-5","1.54e-5","-1.75","-","89.90","1e-8","0","bin83.log"
"Mar 12 2010","2455267.999988426","290088001","64.58","5.31e-5","1.45e-5","-1.75","-","84.07","1e-8","0","bin84.log"
"Mar 19 2010","2455274.999988426","290692801","23.33","1.93e-5","1.06e-5","-1.75","-","78.36","1e-8","0","bin85.log"
"Mar 26 2010","2455281.999988426","291297601","49.8","4.29e-5","1.57e-5","-1.75","-","72.75","1e-8","0","bin86.log"
"Apr 02 2010","2455288.999988426","291902401","22.25","4.59e-5","2.12e-5","-1.75","-","67.20","1e-8","0","bin87.log"
"Apr 09 2010","2455295.999988426","292507201","22.79","6.72e-5","3.06e-5","-1.75","-","61.68","1e-8","0","bin88.log"
"Apr 16 2010","2455302.999988426","293112001","57.93","7.21e-5","2.13e-5","-1.75","-","56.15","1e-8","0","bin89.log"
"Apr 23 2010","2455309.999988426","293716801","66.09","8.18e-5","2.17e-5","-1.75","-","50.61","1e-8","0","bin90.log"
"Apr 30 2010","2455316.999988426","294321601","42.31","4.56e-5","1.58e-5","-1.75","-","45.03","1e-8","0","bin91.log"
"May 07 2010","2455323.999988426","294926401","43.13","5.79e-5","1.94e-5","-1.75","-","39.43","1e-8","0","bin92.log"
"May 14 2010","2455330.999988426","295531201","68.28","6.89e-5","1.77e-5","-1.75","-","33.86","1e-8","0","bin93.log"
"May 21 2010","2455337.999988426","296136001","29.91","5.04e-5","2.16e-5","-1.75","-","28.41","1e-8","0","bin94.log"
"May 28 2010","2455344.999988426","296740801","1.39","< 6.19e-5","-","-","-","23.31","1e-8","0","bin95.log"
"Jun 04 2010","2455351.999988426","297345601","11.77","2.95e-5","1.85e-5","-1.75","-","19.05","1e-8","0","bin96.log"
"Jun 11 2010","2455358.999988426","297950401","3.2","< 3.83e-5","-","-","-","16.51","1e-8","0","bin97.log"
"Jun 18 2010","2455365.999988426","298555201","22.26","2.39e-5","1.25e-5","-1.75","-","16.68","1e-8","0","bin98.log"
"Jun 25 2010","2455372.999988426","299160001","11.09","1.59e-5","1.09e-5","-1.75","-","19.63","1e-8","0","bin99.log"
"Jul 02 2010","2455379.999988426","299764801","17.27","2.53e-5","1.25e-5","-1.75","-","24.43","1e-8","0","bin100.log"
"Jul 09 2010","2455386.999988426","300369601","17.71","3.25e-5","1.69e-5","-1.75","-","30.24","1e-8","0","bin101.log"
"Jul 16 2010","2455393.999988426","300974401","4.48","1.28e-5","1.10e-5","-1.75","-","36.57","1e-8","0","bin102.log"
"Jul 23 2010","2455400.999988426","301579201","22.28","4.32e-5","2.09e-5","-1.75","-","43.17","1e-8","0","bin103.log"
"Jul 30 2010","2455407.999988426","302184001","29.13","5.73e-5","2.32e-5","-1.75","-","49.90","1e-8","0","bin104.log"
"Aug 06 2010","2455414.999988426","302788801","33.44","4.10e-5","1.52e-5","-1.75","-","56.69","1e-8","0","bin105.log"
"Aug 13 2010","2455421.999988426","303393601","39.04","5.50e-5","1.58e-5","-1.75","-","63.50","1e-8","0","bin106.log"
"Aug 20 2010","2455428.999988426","303998401","85.74","6.56e-5","1.58e-5","-1.75","-","70.28","1e-8","0","bin107.log"
"Aug 27 2010","2455435.999988426","304603201","41.86","4.70e-5","1.75e-5","-1.75","-","77.05","1e-8","0","bin108.log"
"Sep 03 2010","2455442.999988426","305208001","25.06","3.09e-5","1.51e-5","-1.75","-","83.79","1e-8","0","bin109.log"
"Sep 10 2010","2455449.999988426","305812801","1.98","< 4.44e-5","-","-","-","90.51","1e-8","0","bin110.log"
"Sep 17 2010","2455456.999988426","306417601","27.09","5.17e-5","2.40e-5","-1.75","-","97.22","1e-8","0","bin111.log"
"Sep 24 2010","2455463.999988426","307022401","13.29","2.18e-5","1.34e-5","-1.75","-","103.94","1e-8","0","bin112.log"
"Oct 01 2010","2455470.999988426","307627201","23.54","3.68e-5","1.45e-5","-1.75","-","110.68","1e-8","0","bin113.log"
"Oct 08 2010","2455477.999988426","308232001","2.59","< 3.14e-5","-","-","-","117.47","1e-8","0","bin114.log"
"Oct 15 2010","2455484.999988426","308836801","28.28","3.40e-5","1.31e-5","-1.75","-","124.31","1e-8","0","bin115.log"
"Oct 22 2010","2455491.999988426","309441601","20.79","4.04e-5","1.74e-5","-1.75","-","131.23","1e-8","0","bin116.log"
"Oct 29 2010","2455498.999988426","310046401","44.06","6.16e-5","1.99e-5","-1.75","-","138.23","1e-8","0","bin117.log"
"Nov 05 2010","2455505.999988426","310651201","49.46","6.69e-5","2.48e-5","-1.75","-","145.32","1e-8","0","bin118.log"
"Nov 12 2010","2455512.999988426","311256001","63.48","6.81e-5","2.12e-5","-1.75","-","152.48","1e-8","0","bin119.log"
"Nov 19 2010","2455519.999988426","311860801","71.33","7.40e-5","2.16e-5","-1.75","-","159.66","1e-8","0","bin120.log"
"Nov 26 2010","2455526.999988426","312465601","170.58","1.32e-4","2.30e-5","-1.75","-","166.65","1e-8","0","bin121.log"
"Dec 03 2010","2455533.999988426","313070401","69.34","8.16e-5","2.21e-5","-1.75","-","172.49","1e-8","0","bin122.log"
