"Date(UTC)","Julian Date","MET","TS","Energy Flux [0.1-100 GeV](MeV cm-2 s-1)","Energy Flux Error","Photon Index","Photon Index Error","Sun Distance","Fit Tolerance","MINUIT Return Code","Analysis Log"
"Jun 30 2012","2456108.499988426","362707201","90.21","3.81e-5","8.60e-6","-1.75","-","22.94","1e-8","0","bin48.log"
"Jul 30 2012","2456138.499976852","365299201","93.88","4.14e-5","8.90e-6","-1.75","-","49.92","1e-8","0","bin49.log"
"Aug 29 2012","2456168.499976852","367891201","116.19","3.44e-5","7.30e-6","-1.75","-","78.99","1e-8","0","bin50.log"
"Sep 28 2012","2456198.499976852","370483201","33.27","2.41e-5","8.60e-6","-1.75","-","107.81","1e-8","0","bin51.log"
"Oct 28 2012","2456228.499976852","373075201","82.64","2.68e-5","6.20e-6","-1.75","-","137.24","1e-8","0","bin52.log"
"Nov 27 2012","2456258.499976852","375667201","49.94","2.42e-5","6.80e-6","-1.75","-","167.61","1e-8","0","bin53.log"
"Dec 27 2012","2456288.499976852","378259201","316.05","6.51e-5","9.00e-6","-1.75","-","156.51","1e-8","0","bin54.log"
"Jan 26 2013","2456318.499976852","380851201","326.28","8.89e-5","1.21e-5","-1.75","-","125.03","1e-8","0","bin55.log"
"Feb 25 2013","2456348.499976852","383443201","244.36","7.24e-5","1.06e-5","-1.75","-","96.95","1e-8","0","bin56.log"
"Mar 27 2013","2456378.499976852","386035201","557.22","1.09e-4","1.19e-5","-1.75","-","72.14","1e-8","0","bin57.log"
"Apr 26 2013","2456408.499976852","388627201","218.44","7.30e-5","1.23e-5","-1.75","-","48.40","1e-8","0","bin58.log"
"May 26 2013","2456438.499976852","391219201","158.36","4.95e-5","9.20e-6","-1.75","-","24.87","1e-8","0","bin59.log"
"Jun 25 2013","2456468.499976852","393811201","95.46","3.78e-5","9.00e-6","-1.75","-","19.50","1e-8","0","bin60.log"
"Jul 25 2013","2456498.499976852","396403201","230.5","5.62e-5","8.90e-6","-1.75","-","44.87","1e-8","0","bin61.log"
"Aug 24 2013","2456528.499976852","398995201","114.19","5.31e-5","1.20e-5","-1.75","-","73.93","1e-8","0","bin62.log"
"Sep 23 2013","2456558.499976852","401587201","49.51","2.20e-5","6.30e-6","-1.75","-","102.76","1e-8","0","bin63.log"
"Oct 23 2013","2456588.499976852","404179201","71.35","2.69e-5","7.30e-6","-1.75","-","131.99","1e-8","0","bin64.log"
